#mean pdf cdf
#  x      p(x)     cdf(x) 
        0.59259         0.090075          0.018917  
        0.59276         0.090534          0.019025  
        0.59292         0.090994          0.019133  
        0.59309         0.091457          0.019241  
        0.59326         0.091922          0.019351  
        0.59343         0.092389           0.01946  
         0.5936         0.092858          0.019571  
        0.59377         0.093329          0.019682  
        0.59393         0.093803          0.019793  
         0.5941         0.094279          0.019905  
        0.59427         0.094757          0.020018  
        0.59444         0.095237          0.020131  
        0.59461          0.09572          0.020245  
        0.59478         0.096205          0.020359  
        0.59494         0.096692          0.020474  
        0.59511         0.097181          0.020589  
        0.59528         0.097673          0.020705  
        0.59545         0.098166          0.020822  
        0.59562         0.098663          0.020939  
        0.59579         0.099161          0.021057  
        0.59595         0.099662          0.021175  
        0.59612          0.10016          0.021294  
        0.59629          0.10067          0.021414  
        0.59646          0.10118          0.021534  
        0.59663          0.10169          0.021655  
        0.59679           0.1022          0.021777  
        0.59696          0.10272          0.021899  
        0.59713          0.10323          0.022021  
         0.5973          0.10375          0.022145  
        0.59747          0.10427          0.022269  
        0.59764           0.1048          0.022393  
         0.5978          0.10533          0.022518  
        0.59797          0.10585          0.022644  
        0.59814          0.10639           0.02277  
        0.59831          0.10692          0.022897  
        0.59848          0.10746          0.023025  
        0.59865            0.108          0.023153  
        0.59881          0.10854          0.023282  
        0.59898          0.10908          0.023412  
        0.59915          0.10963          0.023542  
        0.59932          0.11018          0.023673  
        0.59949          0.11073          0.023805  
        0.59966          0.11128          0.023937  
        0.59982          0.11184           0.02407  
        0.59999           0.1124          0.024204  
        0.60016          0.11296          0.024338  
        0.60033          0.11352          0.024473  
         0.6005          0.11409          0.024608  
        0.60067          0.11466          0.024744  
        0.60083          0.11523          0.024881  
          0.601           0.1158          0.025019  
        0.60117          0.11638          0.025157  
        0.60134          0.11696          0.025296  
        0.60151          0.11754          0.025436  
        0.60167          0.11812          0.025576  
        0.60184          0.11871          0.025717  
        0.60201           0.1193          0.025859  
        0.60218          0.11989          0.026002  
        0.60235          0.12049          0.026145  
        0.60252          0.12108          0.026289  
        0.60268          0.12168          0.026433  
        0.60285          0.12229          0.026579  
        0.60302          0.12289          0.026725  
        0.60319           0.1235          0.026871  
        0.60336          0.12411          0.027019  
        0.60353          0.12473          0.027167  
        0.60369          0.12534          0.027316  
        0.60386          0.12596          0.027466  
        0.60403          0.12658          0.027616  
         0.6042          0.12721          0.027767  
        0.60437          0.12783          0.027919  
        0.60454          0.12846          0.028072  
         0.6047           0.1291          0.028225  
        0.60487          0.12973          0.028379  
        0.60504          0.13037          0.028534  
        0.60521          0.13101           0.02869  
        0.60538          0.13166          0.028847  
        0.60554           0.1323          0.029004  
        0.60571          0.13295          0.029162  
        0.60588           0.1336           0.02932  
        0.60605          0.13426           0.02948  
        0.60622          0.13492           0.02964  
        0.60639          0.13558          0.029801  
        0.60655          0.13624          0.029963  
        0.60672          0.13691          0.030126  
        0.60689          0.13758           0.03029  
        0.60706          0.13825          0.030454  
        0.60723          0.13893          0.030619  
         0.6074           0.1396          0.030785  
        0.60756          0.14028          0.030952  
        0.60773          0.14097          0.031119  
         0.6079          0.14166          0.031287  
        0.60807          0.14235          0.031457  
        0.60824          0.14304          0.031627  
        0.60841          0.14373          0.031797  
        0.60857          0.14443          0.031969  
        0.60874          0.14513          0.032141  
        0.60891          0.14584          0.032315  
        0.60908          0.14655          0.032489  
        0.60925          0.14726          0.032664  
        0.60942          0.14797           0.03284  
        0.60958          0.14869          0.033017  
        0.60975          0.14941          0.033194  
        0.60992          0.15013          0.033372  
        0.61009          0.15085          0.033552  
        0.61026          0.15158          0.033732  
        0.61042          0.15232          0.033913  
        0.61059          0.15305          0.034095  
        0.61076          0.15379          0.034278  
        0.61093          0.15453          0.034461  
         0.6111          0.15527          0.034646  
        0.61127          0.15602          0.034831  
        0.61143          0.15677          0.035017  
         0.6116          0.15752          0.035205  
        0.61177          0.15828          0.035393  
        0.61194          0.15904          0.035582  
        0.61211           0.1598          0.035772  
        0.61228          0.16057          0.035962  
        0.61244          0.16134          0.036154  
        0.61261          0.16211          0.036347  
        0.61278          0.16289           0.03654  
        0.61295          0.16367          0.036735  
        0.61312          0.16445           0.03693  
        0.61329          0.16523          0.037127  
        0.61345          0.16602          0.037324  
        0.61362          0.16681          0.037522  
        0.61379          0.16761          0.037722  
        0.61396           0.1684          0.037922  
        0.61413          0.16921          0.038123  
        0.61429          0.17001          0.038325  
        0.61446          0.17082          0.038528  
        0.61463          0.17163          0.038732  
         0.6148          0.17244          0.038937  
        0.61497          0.17326          0.039143  
        0.61514          0.17408           0.03935  
         0.6153          0.17491          0.039557  
        0.61547          0.17573          0.039766  
        0.61564          0.17656          0.039976  
        0.61581           0.1774          0.040187  
        0.61598          0.17823          0.040399  
        0.61615          0.17908          0.040612  
        0.61631          0.17992          0.040825  
        0.61648          0.18077           0.04104  
        0.61665          0.18162          0.041256  
        0.61682          0.18247          0.041473  
        0.61699          0.18333          0.041691  
        0.61716          0.18419           0.04191  
        0.61732          0.18505           0.04213  
        0.61749          0.18592          0.042351  
        0.61766          0.18679          0.042573  
        0.61783          0.18767          0.042796  
          0.618          0.18854           0.04302  
        0.61817          0.18943          0.043245  
        0.61833          0.19031          0.043471  
         0.6185           0.1912          0.043698  
        0.61867          0.19209          0.043927  
        0.61884          0.19299          0.044156  
        0.61901          0.19388          0.044386  
        0.61917          0.19479          0.044618  
        0.61934          0.19569           0.04485  
        0.61951           0.1966          0.045084  
        0.61968          0.19751          0.045319  
        0.61985          0.19843          0.045555  
        0.62002          0.19935          0.045792  
        0.62018          0.20027           0.04603  
        0.62035           0.2012          0.046269  
        0.62052          0.20213          0.046509  
        0.62069          0.20306           0.04675  
        0.62086            0.204          0.046993  
        0.62103          0.20494          0.047236  
        0.62119          0.20588          0.047481  
        0.62136          0.20683          0.047727  
        0.62153          0.20778          0.047974  
         0.6217          0.20874          0.048222  
        0.62187          0.20969          0.048471  
        0.62204          0.21066          0.048722  
         0.6222          0.21162          0.048973  
        0.62237          0.21259          0.049226  
        0.62254          0.21356           0.04948  
        0.62271          0.21454          0.049735  
        0.62288          0.21552          0.049991  
        0.62304           0.2165          0.050248  
        0.62321          0.21749          0.050507  
        0.62338          0.21848          0.050766  
        0.62355          0.21948          0.051027  
        0.62372          0.22047          0.051289  
        0.62389          0.22148          0.051552  
        0.62405          0.22248          0.051817  
        0.62422          0.22349          0.052082  
        0.62439           0.2245          0.052349  
        0.62456          0.22552          0.052617  
        0.62473          0.22654          0.052887  
         0.6249          0.22756          0.053157  
        0.62506          0.22859          0.053429  
        0.62523          0.22962          0.053702  
         0.6254          0.23066          0.053976  
        0.62557          0.23169          0.054251  
        0.62574          0.23274          0.054528  
        0.62591          0.23378          0.054806  
        0.62607          0.23483          0.055085  
        0.62624          0.23588          0.055365  
        0.62641          0.23694          0.055647  
        0.62658            0.238           0.05593  
        0.62675          0.23907          0.056214  
        0.62691          0.24013          0.056499  
        0.62708          0.24121          0.056786  
        0.62725          0.24228          0.057074  
        0.62742          0.24336          0.057363  
        0.62759          0.24444          0.057654  
        0.62776          0.24553          0.057946  
        0.62792          0.24662          0.058239  
        0.62809          0.24772          0.058533  
        0.62826          0.24881          0.058829  
        0.62843          0.24992          0.059126  
         0.6286          0.25102          0.059424  
        0.62877          0.25213          0.059724  
        0.62893          0.25324          0.060025  
         0.6291          0.25436          0.060327  
        0.62927          0.25548          0.060631  
        0.62944          0.25661          0.060936  
        0.62961          0.25774          0.061243  
        0.62978          0.25887           0.06155  
        0.62994             0.26          0.061859  
        0.63011          0.26114           0.06217  
        0.63028          0.26229          0.062481  
        0.63045          0.26343          0.062795  
        0.63062          0.26459          0.063109  
        0.63079          0.26574          0.063425  
        0.63095           0.2669          0.063742  
        0.63112          0.26806          0.064061  
        0.63129          0.26923          0.064381  
        0.63146           0.2704          0.064702  
        0.63163          0.27157          0.065025  
        0.63179          0.27275          0.065349  
        0.63196          0.27393          0.065675  
        0.63213          0.27512          0.066002  
         0.6323          0.27631           0.06633  
        0.63247           0.2775           0.06666  
        0.63264           0.2787          0.066992  
         0.6328           0.2799          0.067324  
        0.63297           0.2811          0.067658  
        0.63314          0.28231          0.067994  
        0.63331          0.28353          0.068331  
        0.63348          0.28474           0.06867  
        0.63365          0.28596           0.06901  
        0.63381          0.28719          0.069351  
        0.63398          0.28841          0.069694  
        0.63415          0.28965          0.070038  
        0.63432          0.29088          0.070384  
        0.63449          0.29212          0.070731  
        0.63466          0.29336           0.07108  
        0.63482          0.29461           0.07143  
        0.63499          0.29586          0.071782  
        0.63516          0.29712          0.072135  
        0.63533          0.29837           0.07249  
         0.6355          0.29964          0.072846  
        0.63566           0.3009          0.073203  
        0.63583          0.30217          0.073563  
          0.636          0.30345          0.073923  
        0.63617          0.30472          0.074286  
        0.63634          0.30601          0.074649  
        0.63651          0.30729          0.075015  
        0.63667          0.30858          0.075382  
        0.63684          0.30987           0.07575  
        0.63701          0.31117           0.07612  
        0.63718          0.31247          0.076491  
        0.63735          0.31378          0.076864  
        0.63752          0.31508          0.077239  
        0.63768           0.3164          0.077615  
        0.63785          0.31771          0.077993  
        0.63802          0.31903          0.078372  
        0.63819          0.32036          0.078753  
        0.63836          0.32168          0.079135  
        0.63853          0.32301          0.079519  
        0.63869          0.32435          0.079905  
        0.63886          0.32569          0.080292  
        0.63903          0.32703          0.080681  
         0.6392          0.32838          0.081071  
        0.63937          0.32973          0.081463  
        0.63954          0.33108          0.081857  
         0.6397          0.33244          0.082252  
        0.63987           0.3338          0.082649  
        0.64004          0.33517          0.083047  
        0.64021          0.33654          0.083447  
        0.64038          0.33791          0.083849  
        0.64054          0.33929          0.084252  
        0.64071          0.34067          0.084657  
        0.64088          0.34205          0.085064  
        0.64105          0.34344          0.085472  
        0.64122          0.34483          0.085882  
        0.64139          0.34623          0.086294  
        0.64155          0.34763          0.086707  
        0.64172          0.34903          0.087122  
        0.64189          0.35044          0.087539  
        0.64206          0.35185          0.087957  
        0.64223          0.35326          0.088377  
         0.6424          0.35468          0.088799  
        0.64256           0.3561          0.089222  
        0.64273          0.35753          0.089647  
         0.6429          0.35895          0.090074  
        0.64307          0.36039          0.090502  
        0.64324          0.36182          0.090933  
        0.64341          0.36326          0.091364  
        0.64357          0.36471          0.091798  
        0.64374          0.36616          0.092233  
        0.64391          0.36761           0.09267  
        0.64408          0.36906          0.093109  
        0.64425          0.37052           0.09355  
        0.64441          0.37198          0.093992  
